,,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageArea,MSZoning_E,Alley_E,LotShape_E,LandContour_E,LotConfig_E,Neighborhood_E,Condition1_E,Condition2_E,BldgType_E,HouseStyle_E,RoofStyle_E,RoofMatl_E,Exterior1st_E,MasVnrType_E,ExterQual_E,ExterCond_E,Foundation_E,BsmtQual_E,BsmtCond_E,BsmtExposure_E,BsmtFinType1_E,BsmtFinType2_E,Heating_E,HeatingQC_E,CentralAir_E,Electrical_E,KitchenQual_E,Functional_E,FireplaceQu_E,GarageType_E,GarageFinish_E,GarageQual_E,PavedDrive_E,PoolQC_E,Fence_E,SaleType_E,SaleCondition_E,MSSubClass_E,EnclosedPorch_0,BsmtFinSF2_0,LowQualFinSF_0,WoodDeckSF_0,Fireplaces_0,3SsnPorch_0,PoolArea_0,MiscVal_0,ScreenPorch_0,OpenPorchSF_0,BsmtUnfSF_0,GarageArea_0,2ndFlrSF_0,TotalBsmtSF_0,MasVnrArea_0,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,GarageArea_bin
test,1052,8883,7,5,7.5953872788539725,1988,360.0,6.411818267709897,6.835184586147301,6.853299093186078,6.833031732786201,7.535830462798367,1.0,2,1,3,1,7,619.0,4.0,3.0,2.0,2.0,1.0,13.0,5.0,5.0,5.0,7.0,2.0,3.0,9.0,3.0,3.0,4.0,6.0,4.0,4.0,2.0,7.0,3.0,6.0,5.0,2.0,6.0,3.0,7.0,4.0,6.0,3.0,4.0,3.0,1.0,4.0,5.0,5.0,15.0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,11.4,16.5,17.0,14.666666666666666,26.0,11.5,2
test,1053,20064,8,6,7.589335823170617,1976,0.0,3.9512437185814275,6.874198495453294,7.463936604468925,0.0,7.463936604468925,2.0,0,1,0,1,5,529.0,4.0,3.0,2.0,3.0,1.0,19.0,5.0,5.0,5.0,6.0,6.0,8.0,6.0,2.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,6.0,5.0,2.0,6.0,3.0,7.0,3.0,6.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,11.4,16.5,17.75,18.0,29.0,14.0,2
test,1054,14217,5,5,7.598399329323964,1994,0.0,6.311734809152915,6.930494765951626,6.930494765951626,0.0,6.930494765951626,0.0,1,0,3,1,6,747.0,4.0,3.0,4.0,2.0,5.0,17.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,2.0,4.0,6.0,4.0,4.0,2.0,5.0,6.0,6.0,4.0,2.0,6.0,2.0,7.0,2.0,3.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,14.1,7.25,7.75,20.333333333333332,14.0,15.0,3
test,1055,10021,6,6,7.599901959208498,2006,0.0,6.29156913955832,6.455198563340122,6.472346294500901,6.4967749901858625,7.1770187659099,1.0,2,1,3,1,6,497.0,4.0,3.0,2.0,2.0,1.0,17.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,2.0,3.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,2.0,6.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,15.0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,11.4,16.5,16.25,16.333333333333332,27.0,12.5,2
test,1056,8428,5,7,7.598399329323964,1994,0.0,6.042632833682381,6.898714534329988,6.898714534329988,0.0,6.898714534329988,1.0,1,0,3,1,5,384.0,4.0,3.0,4.0,2.0,1.0,17.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,2.0,3.0,6.0,4.0,5.0,2.0,7.0,6.0,6.0,5.0,2.0,6.0,2.0,7.0,2.0,3.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,11.4,7.25,8.0,16.333333333333332,14.0,11.0,2
test,1057,16561,5,5,7.599401333415815,1996,0.0,6.309918278226516,7.001245622069476,7.001245622069476,0.0,7.001245622069476,1.0,1,1,3,1,6,242.0,4.0,3.0,4.0,3.0,1.0,17.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,2.0,4.0,6.0,4.0,4.0,2.0,5.0,6.0,6.0,5.0,2.0,6.0,2.0,7.0,2.0,6.0,2.0,4.0,3.0,1.0,4.0,5.0,5.0,12.0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,6.7,9.0,7.75,8.0,14.0,3.5,1
test,1058,10820,7,5,7.600902459542082,1999,0.0,5.8377304471659395,6.8966943316227125,6.8966943316227125,6.786716950605081,7.535830462798367,0.0,2,1,3,1,7,597.0,4.0,3.0,4.0,2.0,5.0,17.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,5.0,7.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,4.0,6.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,15.0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,11.4,16.5,17.0,16.666666666666668,27.0,12.5,2
test,1059,12352,7,5,7.6004023345004,1999,290.0,6.459904454377535,6.74993119378857,6.74993119378857,6.803505257608338,7.469654172932128,1.0,2,1,3,1,7,534.0,4.0,3.0,4.0,2.0,5.0,17.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,3.0,3.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,6.0,2.0,7.0,3.0,6.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,15.0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,11.4,7.25,7.75,16.333333333333332,14.0,11.0,2
test,1060,9543,7,5,7.601901959875166,2001,0.0,0.0,6.740519359606223,6.740519359606223,6.740519359606223,7.43307534889858,0.0,2,1,3,1,7,517.0,4.0,3.0,2.0,2.0,1.0,17.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,2.0,6.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,15.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,11.4,16.5,17.0,15.0,27.0,12.5,2
test,1061,8826,7,5,7.601402334583733,2000,144.0,6.7357800142423265,6.893656354602635,6.893656354602635,6.754604099487962,7.519149957669823,1.0,2,1,3,1,7,486.0,4.0,3.0,1.0,2.0,1.0,17.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,3.0,3.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,4.0,6.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,15.0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,11.4,16.5,17.0,16.333333333333332,27.0,12.5,2
test,1062,11800,5,5,7.5883236773352225,1974,0.0,6.498282149476434,6.762729506931879,6.796823718274855,0.0,6.796823718274855,0.0,1,0,3,1,5,440.0,4.0,3.0,2.0,1.0,1.0,17.0,5.0,5.0,5.0,6.0,2.0,3.0,9.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,6.0,6.0,3.0,2.0,6.0,2.0,7.0,2.0,6.0,2.0,4.0,3.0,1.0,5.0,5.0,3.0,12.0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,11.4,6.75,7.75,15.333333333333334,14.0,11.0,2
test,1063,8660,5,5,7.589335823170617,1976,113.0,6.220590170099739,6.923628628138427,6.933423025730715,0.0,6.933423025730715,0.0,2,0,3,1,6,370.0,4.0,3.0,2.0,2.0,1.0,17.0,5.0,5.0,5.0,5.0,2.0,3.0,12.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,7.0,6.0,6.0,3.0,2.0,6.0,2.0,7.0,3.0,3.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,11.0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,6.7,7.25,8.0,7.666666666666667,14.0,3.5,1
test,1064,9720,5,7,7.589841512182657,1977,51.0,6.628041376179533,6.903747257584598,6.917705609835305,0.0,6.917705609835305,0.0,2,0,3,1,6,576.0,4.0,3.0,1.0,2.0,1.0,17.0,5.0,5.0,5.0,5.0,2.0,3.0,10.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,5.0,6.0,6.0,3.0,2.0,6.0,2.0,7.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,5.0,5.0,11.0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,11.4,7.25,7.75,14.666666666666666,14.0,11.0,2
test,1065,8982,5,5,7.589841512182657,1977,0.0,6.29156913955832,6.947937068614969,6.947937068614969,0.0,6.947937068614969,0.0,1,1,3,1,5,748.0,4.0,3.0,2.0,2.0,5.0,17.0,5.0,5.0,5.0,6.0,2.0,3.0,13.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,6.0,6.0,3.0,2.0,6.0,2.0,7.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,5.0,5.0,12.0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,14.1,7.25,7.75,20.333333333333332,14.0,15.0,3
test,1066,16300,5,4,7.589841512182657,1977,0.0,4.110873864173311,6.776506992372183,6.811244378601294,0.0,6.811244378601294,1.0,1,0,3,1,5,308.0,4.0,3.0,2.0,2.0,5.0,17.0,5.0,5.0,5.0,6.0,2.0,3.0,9.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,6.0,3.0,2.0,6.0,2.0,7.0,2.0,6.0,3.0,4.0,3.0,1.0,3.0,5.0,5.0,12.0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,6.7,7.25,7.75,6.333333333333333,23.0,3.0,1
test,1067,9675,5,6,7.588829878307813,1975,0.0,5.802118375377063,6.762729506931879,6.779921907472252,0.0,6.779921907472252,0.0,1,0,3,1,5,440.0,4.0,3.0,1.0,2.0,3.0,17.0,5.0,5.0,5.0,6.0,5.0,3.0,9.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,6.0,3.0,2.0,6.0,2.0,7.0,2.0,6.0,2.0,4.0,3.0,1.0,5.0,8.0,5.0,12.0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,11.4,8.25,8.75,14.666666666666666,25.0,10.5,2
test,1068,7200,5,5,7.587310506022615,2000,0.0,6.51025834052315,6.762729506931879,6.762729506931879,0.0,6.762729506931879,1.0,1,0,3,1,5,576.0,4.0,3.0,1.0,2.0,1.0,17.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,5.0,6.0,6.0,4.0,2.0,6.0,4.0,7.0,2.0,3.0,4.0,5.0,3.0,1.0,5.0,5.0,5.0,12.0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,11.4,18.0,19.0,14.666666666666666,30.0,15.0,2
test,1069,7200,4,8,7.587310506022615,2006,0.0,5.955837369464831,5.955837369464831,6.775366090936392,0.0,6.775366090936392,0.0,1,0,3,1,5,728.0,4.0,3.0,1.0,2.0,1.0,17.0,5.0,5.0,5.0,6.0,2.0,3.0,10.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,6.0,6.0,4.0,2.0,6.0,3.0,7.0,2.0,3.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,11.4,16.5,16.25,16.333333333333332,27.0,12.5,2
test,1070,11354,7,5,7.601402334583733,2000,0.0,7.253470382684528,7.422971251049421,7.422971251049421,0.0,7.422971251049421,1.0,2,0,3,1,7,583.0,4.0,3.0,1.0,2.0,1.0,17.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,3.0,4.0,5.0,7.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,4.0,6.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,11.4,16.5,17.0,16.666666666666668,27.0,12.5,2
test,1071,8749,7,5,7.602900462204755,2003,0.0,6.484635235635252,6.887552571664617,6.900730664045173,6.846943139585379,7.566828479208331,1.0,2,1,3,1,7,610.0,4.0,3.0,1.0,2.0,1.0,17.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,5.0,6.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,15.0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,11.4,16.5,17.0,16.333333333333332,27.0,12.5,2
test,1072,8158,7,5,7.602401335665818,2002,214.0,0.0,6.7580945044277305,6.7580945044277305,6.76849321164863,7.455876687491824,0.0,2,1,3,1,7,542.0,4.0,3.0,1.0,2.0,1.0,17.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,3.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,2.0,6.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,15.0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,11.4,16.5,17.0,15.0,27.0,12.5,2
test,1073,11927,8,5,7.598399329323964,1995,519.0,6.013715156042802,7.350516171833998,7.373374309910049,0.0,7.373374309910049,0.0,2,0,3,1,7,484.0,4.0,3.0,1.0,2.0,1.0,17.0,5.0,5.0,5.0,6.0,5.0,3.0,9.0,3.0,3.0,4.0,6.0,4.0,4.0,5.0,3.0,5.0,6.0,5.0,2.0,6.0,3.0,7.0,4.0,6.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,11.4,17.25,17.75,16.666666666666668,29.0,14.0,2
test,1074,12728,8,5,7.601901959875166,2001,256.0,7.089243155027514,7.3343293503005365,7.3343293503005365,6.812345094177479,7.799753318287247,1.0,2,1,4,1,7,560.0,4.0,3.0,1.0,2.0,1.0,17.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,3.0,3.0,4.0,6.0,4.0,4.0,3.0,7.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,4.0,6.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,15.0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,11.4,16.5,17.0,15.333333333333334,27.0,12.5,2
test,1075,15295,7,5,7.599401333415815,2002,254.0,6.637258031284457,6.7580945044277305,7.10085190894405,6.660575149839686,7.597396320212795,1.0,2,1,3,1,7,608.0,4.0,3.0,3.0,2.0,3.0,17.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,3.0,3.0,4.0,6.0,4.0,4.0,3.0,7.0,6.0,6.0,5.0,2.0,6.0,3.0,3.0,4.0,6.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,15.0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,11.4,8.5,9.75,15.333333333333334,15.0,9.0,2
test,1076,17227,8,5,7.600902459542082,2000,158.0,6.82001636467413,7.201916317531627,7.201916317531627,0.0,7.201916317531627,1.0,1,1,1,1,5,482.0,4.0,3.0,4.0,2.0,5.0,17.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,3.0,3.0,4.0,6.0,4.0,4.0,5.0,7.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,4.0,6.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,11.4,16.5,17.0,16.666666666666668,27.0,12.5,2
test,1077,8145,7,5,7.60489448081162,2007,0.0,0.0,6.6052979209482015,6.6052979209482015,6.6052979209482015,7.29776828253138,0.0,2,1,3,1,7,552.0,4.0,3.0,2.0,2.0,1.0,17.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,2.0,6.0,3.0,4.0,3.0,1.0,5.0,9.0,6.0,15.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,11.4,16.5,17.0,15.0,27.0,12.5,2
test,1078,8769,7,5,7.603897968521881,2005,0.0,6.565264970035361,7.064759027791802,7.0825485693553,0.0,7.0825485693553,1.0,2,0,2,1,5,578.0,4.0,3.0,1.0,2.0,2.0,17.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,4.0,7.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,2.0,6.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,11.4,16.5,17.0,16.666666666666668,27.0,12.5,2
test,1079,8334,6,5,7.604396348796338,2007,0.0,0.0,7.193685818395112,7.193685818395112,0.0,7.193685818395112,0.0,2,0,3,1,6,437.0,4.0,3.0,1.0,2.0,1.0,17.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,5.0,6.0,4.0,4.0,3.0,1.0,5.0,9.0,6.0,12.0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,11.4,16.5,17.0,15.0,27.0,12.5,2
test,1080,8333,7,5,7.604396348796338,2006,0.0,0.0,6.6052979209482015,6.6052979209482015,6.625392368007956,7.307872780763706,0.0,2,1,3,1,7,484.0,4.0,3.0,1.0,2.0,1.0,17.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,4.0,2.0,6.0,3.0,7.0,5.0,6.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,15.0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,11.4,16.5,17.0,15.0,27.0,12.5,2
test,1081,9045,5,5,7.603897968521881,2005,0.0,0.0,6.645090969505644,6.645090969505644,6.645090969505644,7.337587743538596,0.0,2,1,3,1,6,400.0,4.0,3.0,2.0,2.0,1.0,17.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,3.0,6.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,2.0,6.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,15.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,11.4,16.5,17.0,15.0,27.0,12.5,2
test,1082,9825,5,5,7.584773077612199,1967,162.0,6.842683282238422,6.842683282238422,6.842683282238422,0.0,6.842683282238422,1.0,1,0,2,1,4,384.0,4.0,3.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,2.0,2.0,3.0,9.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,4.0,2.0,6.0,2.0,7.0,3.0,6.0,2.0,4.0,3.0,1.0,5.0,5.0,2.0,8.0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,11.4,9.0,7.75,14.666666666666666,14.0,11.0,2
test,1083,8308,4,6,7.582738488914411,1963,20.0,4.890349128221754,6.9930151229329605,6.9930151229329605,0.0,6.9930151229329605,0.0,1,0,2,1,4,520.0,4.0,3.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,5.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,6.0,3.0,2.0,6.0,2.0,7.0,2.0,3.0,2.0,4.0,2.0,1.0,5.0,4.0,5.0,12.0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,11.4,7.25,8.0,13.666666666666666,20.0,10.0,2
test,1084,16287,5,6,7.563200592358071,1950,0.0,4.875197323201151,6.804614520062624,6.804614520062624,6.111467339502679,7.20934025660291,1.0,1,0,3,1,7,576.0,4.0,3.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,12.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,2.0,6.0,3.0,2.0,6.0,2.0,7.0,5.0,3.0,2.0,4.0,1.0,1.0,5.0,5.0,5.0,7.0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,11.4,7.25,8.0,12.0,23.0,9.0,2
test,1085,8240,6,6,7.581209826196346,1960,198.0,0.0,7.07326971745971,7.07326971745971,0.0,7.07326971745971,0.0,1,0,2,1,5,622.0,4.0,3.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,6.0,5.0,3.0,9.0,5.0,2.0,4.0,3.0,3.0,4.0,2.0,6.0,6.0,6.0,4.0,2.0,6.0,2.0,3.0,2.0,6.0,4.0,4.0,2.0,1.0,4.0,5.0,5.0,12.0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,11.4,8.25,9.5,15.0,15.0,9.0,2
test,1086,6285,6,6,7.589335823170617,1976,0.0,6.22455842927536,6.8679744089702925,6.951772164398911,0.0,6.951772164398911,1.0,1,0,3,1,7,528.0,4.0,3.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,9.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,7.0,6.0,6.0,3.0,2.0,6.0,2.0,7.0,3.0,3.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,11.0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,11.4,7.25,6.5,16.666666666666668,14.0,11.0,2
test,1087,9555,5,6,7.590852123688581,1979,0.0,0.0,0.0,7.00397413672268,7.033506484287697,7.711548979629146,0.0,2,1,5,2,11,579.0,4.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,7.0,2.0,3.0,10.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,3.0,2.0,6.0,2.0,7.0,2.0,6.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,11.4,7.25,7.75,6.0,5.0,7.0,2
test,1088,7023,5,5,7.603897968521881,2006,0.0,6.416732282512326,6.5998704992128365,6.5998704992128365,6.51471269087253,7.25063551189868,1.0,2,1,3,1,6,489.0,4.0,3.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,2.0,4.0,6.0,4.0,5.0,2.0,7.0,6.0,6.0,4.0,2.0,6.0,2.0,7.0,2.0,7.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,15.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,11.4,7.25,7.75,16.333333333333332,14.0,11.0,2
test,1089,39290,10,5,7.605392364814935,2009,1224.0,8.296795865770052,8.536211197252,8.536211197252,0.0,8.536211197252,1.0,2,1,2,1,15,1154.0,4.0,3.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,6.0,5.0,3.0,13.0,5.0,4.0,4.0,6.0,5.0,4.0,5.0,7.0,6.0,6.0,5.0,2.0,6.0,4.0,7.0,5.0,6.0,4.0,4.0,3.0,1.0,5.0,9.0,6.0,12.0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,15.2,20.25,22.75,24.0,35.0,20.0,4
test,1090,3675,6,5,7.603897968521881,2005,76.0,6.148468295917647,6.306275286948016,6.9782137426306985,0.0,6.9782137426306985,1.0,1,0,2,1,5,525.0,2.0,3.0,1.0,2.0,1.0,5.0,5.0,5.0,4.0,2.0,2.0,3.0,12.0,5.0,2.0,4.0,6.0,4.0,4.0,5.0,7.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,2.0,5.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,2.0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,8.7,16.5,17.0,16.666666666666668,27.0,12.5,2
test,1091,6400,5,7,7.580699752224563,2000,0.0,4.356708826689592,6.8679744089702925,6.8679744089702925,0.0,6.8679744089702925,1.0,1,0,2,1,4,392.0,4.0,3.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,6.0,2.0,3.0,7.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,7.0,6.0,5.0,2.0,6.0,1.0,7.0,2.0,3.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,11.4,3.25,4.0,13.666666666666666,23.0,6.5,2
test,1092,6882,4,3,7.578656850594762,1955,128.0,0.0,0.0,7.050122520269059,0.0,7.050122520269059,0.0,2,0,2,2,6,0.0,4.0,3.0,1.0,2.0,3.0,5.0,5.0,5.0,2.0,6.0,2.0,3.0,4.0,1.0,2.0,4.0,6.0,1.0,2.0,1.0,1.0,1.0,6.0,3.0,1.0,6.0,1.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6.7,3.25,4.0,3.3333333333333335,1.0,2.0,1
test,1093,8741,5,6,7.5740450053721995,1950,0.0,0.0,7.086737934510577,7.086737934510577,0.0,7.086737934510577,0.0,2,0,4,2,8,0.0,4.0,3.0,1.0,2.0,1.0,5.0,5.0,5.0,2.0,6.0,2.0,3.0,10.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,6.0,6.0,6.0,3.0,1.0,6.0,2.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,5.0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,6.7,7.25,7.75,6.0,14.0,3.5,1
test,1094,10042,6,8,7.560601162768557,1995,0.0,4.976733742420574,6.493753839851686,6.608000625296087,4.836281906951478,6.763884908562435,1.0,1,0,2,1,4,216.0,4.0,3.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,6.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,4.0,7.0,6.0,3.0,2.0,6.0,2.0,7.0,5.0,3.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,9.0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,6.7,6.75,7.75,9.333333333333334,7.0,5.0,1
test,1095,8172,4,5,7.578656850594762,1955,0.0,6.300785794663244,6.645090969505644,6.645090969505644,0.0,6.645090969505644,0.0,1,0,2,1,4,355.0,4.0,3.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,6.0,2.0,3.0,5.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,6.0,6.0,3.0,2.0,6.0,2.0,7.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,5.0,5.0,12.0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,6.7,7.25,7.75,6.666666666666667,14.0,3.5,1
test,1096,8172,4,5,7.578656850594762,1955,0.0,6.52649485957079,6.762729506931879,6.762729506931879,0.0,6.762729506931879,1.0,1,0,3,1,5,528.0,4.0,3.0,1.0,4.0,1.0,5.0,5.0,5.0,5.0,6.0,2.0,3.0,7.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,5.0,6.0,6.0,3.0,2.0,6.0,2.0,7.0,2.0,3.0,2.0,4.0,1.0,1.0,5.0,4.0,3.0,12.0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,11.4,6.75,7.75,14.666666666666666,14.0,11.0,2
